"seqID"	"group"	"ind"	"preda"	"loca"	"dis"	"seqcall"	"first_call"	"elementA"	"elementB"	"elementD"	"elementE"	"propA"	"propB"	"propC"	"propD"	"propE"	"meaninterval"	"CVinterval"	"gramme-BB"	"gramme-BBBBB"	"gramme-BBBB"	"gramme-BBB"	"gramme-BBBDB"	"gramme-BBDB"	"gramme-BBDBB"	"gramme-BDB"	"gramme-BDBB"	"gramme-BDBBB"	"gramme-DB"	"gramme-DBB"	"gramme-DBBB"	"gramme-DBBBB"	"gramme-BBDD"	"gramme-BBDDB"	"gramme-BDD"	"gramme-BDDB"	"gramme-DD"	"gramme-DDB"	"gramme-DDBBD"	"gramme-DBBD"	"gramme-DBBDB"	"gramme-BBD"	"gramme-BD"	"gramme-BDBBD"	"gramme-BBDBD"	"gramme-BDBD"	"gramme-BDBDD"	"gramme-DBD"	"gramme-DBDD"	"gramme-BBBBD"	"gramme-BBBD"	"gramme-BDBDB"	"gramme-DBDB"	"gramme-ABBBB"	"gramme-BBBAB"	"gramme-BBAB"	"gramme-BBABB"	"gramme-BAB"	"gramme-BABB"	"gramme-BABBD"	"gramme-AB"	"gramme-ABB"	"gramme-ABBD"	"gramme-BDBBA"	"gramme-DBBA"	"gramme-DBBAB"	"gramme-BBA"	"gramme-BA"	"gramme-BABBA"	"gramme-ABBA"	"gramme-BABBB"	"gramme-ABBB"	"gramme-BDDBD"	"gramme-DDBD"	"gramme-DBBBD"	"gramme-BBBDD"	"gramme-AAABC"	"gramme-AABC"	"gramme-ABC"	"gramme-BC"	"gramme-BBBBN"	"gramme-BBBN"	"gramme-BBBNB"	"gramme-BBN"	"gramme-BBNB"	"gramme-BN"	"gramme-BNB"	"gramme-NB"	"gramme-BBNBB"	"gramme-BNBB"	"gramme-BNBBB"	"gramme-NBB"	"gramme-NBBB"	"gramme-CACCB"	"gramme-ACCB"	"gramme-CCB"	"gramme-CB"	"gramme-BABNB"	"gramme-ABNB"	"gramme-BBBCC"	"gramme-BBCC"	"gramme-BCC"	"gramme-CC"	"gramme-BBDDD"	"gramme-BDDD"	"gramme-DDD"	"gramme-AAAAA"	"gramme-AAAA"	"gramme-AAA"	"gramme-AA"	"gramme-BBBBA"	"gramme-BBBA"	"gramme-AAABA"	"gramme-AABA"	"gramme-ABA"	"gramme-EEEAB"	"gramme-EEAB"	"gramme-EAB"	"gramme-BDDDD"	"gramme-DDDD"	"gramme-DDDDB"	"gramme-DDDB"	"gramme-DDDBD"	"gramme-DBDDD"	"gramme-DDDBB"	"gramme-DDBB"	"gramme-DDBBB"	"gramme-DDDDD"	"gramme-DDBDB"	"gramme-DBDBB"	"gramme-DBDDB"	"gramme-BDDBB"	"bigrSlope"	"entroSlope"	"tpSA"	"tpSB"	"tpAA"	"tpAB"	"tpBA"	"tpBB"	"tpBD"	"tpDB"	"tpDD"	"Name_seq"	"Predator"	"Height_model"	"Height_ind"	"Num_ind"	"Num_In"	"Num_Jv"	"Num_Sb"	"Jv_fem"	"Sb_fem"	"Ad_fem"	"Paired_Ad"	"Non_paried_Ad"
"21"	36	"R"	"RK"	"Ter"	"Down"	10	"BBBBBBBBBB"	"B"	0	0	0	0	0.0666666666666667	0.733333333333333	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.81734693877551	0.753063235141529	5	3	5	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.964285714285714	0	0.333333333333333	0.666666666666667	0.2	0.2	0.0714285714285714	0.714285714285714	0.0714285714285714	0.2	0.2	"20150520-14h00-gR-predator_presentation_oncilla_ground"	"Onc"	"0"	7	6	2	0	1	0	0	1	2	1
"22"	37	"R"	"RF"	"Ter"	"Up"	10	"BAABBBBABB"	"B"	-0.128445772598075	0.128445772598075	0	0	0.266666666666667	0.533333333333333	0.0666666666666667	0.0666666666666667	0.0666666666666667	2.90918367346939	1.40802311196369	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.642857142857143	0.41829583405449	0.333333333333333	0.666666666666667	0.25	0.375	0.272727272727273	0.454545454545455	0.0909090909090909	0.2	0.2	"20151013-09h14-gR-predator_presentation_oncilla_canopy"	"Onc"	"5"	4	4	0	0	1	0	0	1	2	1
"23"	40	"R"	"RT"	"Aer"	"Up"	14	"AAAAAAAAAA"	"A"	0	0	0	0	0.733333333333333	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.0666666666666667	1.48081632653061	0.982029201986344	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.964285714285714	0	0.666666666666667	0.333333333333333	0.714285714285714	0.0714285714285714	0.2	0.2	0.2	0.2	0.2	"20150604-10h20-gR-predator_presentation_caracara_canopy_part1"	"Rap"	"8"	2	6	2	0	1	0	0	1	2	1
"24"	41	"R"	"RT"	"Ter"	"Up"	6	"ABBBBBBBBB"	"A"	-0.165144564768954	0.165144564768954	0	0	0.133333333333333	0.666666666666667	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.638163265306123	0.780624859997667	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.928571428571429	-0.248370832612177	0.666666666666667	0.333333333333333	0.166666666666667	0.333333333333333	0.0769230769230769	0.692307692307692	0.0769230769230769	0.2	0.2	"20160629-11h57-gR-predator_presentation-tayra_canopy"	"Tay"	"7,5"	6	4	0	0	0	0	0	1	2	2
"25"	42	"R"	"RK"	"Ter"	"Down"	7	"BBBBBBBBBB"	"B"	0	0	0	0	0.0666666666666667	0.733333333333333	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.789795918367347	0.516945451004316	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.964285714285714	0	0.333333333333333	0.666666666666667	0.2	0.2	0.0714285714285714	0.714285714285714	0.0714285714285714	0.2	0.2	"20160802-09h31-gR-predator_presentation-tayra_down_part1"	"Tay"	"0"	6	5	1	0	0	0	0	1	2	2
"26"	43	"S"	"SV"	"Ter"	"Down"	7	"BBBBBBBBBB"	"B"	0	0	0	0	0.0666666666666667	0.733333333333333	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.520816326530612	0.731776894233626	19	11	13	16	1	1	2	1	2	2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.964285714285714	0	0.333333333333333	0.666666666666667	0.2	0.2	0.0714285714285714	0.714285714285714	0.0714285714285714	0.2	0.2	"20151104-12h00-gS-predator_presentation_oncilla_ground"	"Onc"	"0"	3	5	0	0	1	0	1	1	2	2
"27"	44	"S"	"SG"	"Ter"	"Up"	9	"BBBBBBBBBB"	"B"	0	0	0	0	0.0666666666666667	0.733333333333333	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.387959183673469	0.85789606503703	22	17	18	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	0	2	2	0	0	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.964285714285714	0	0.333333333333333	0.666666666666667	0.2	0.2	0.0714285714285714	0.714285714285714	0.0714285714285714	0.2	0.2	"20160222-09h15-gS-predator-presentation_oncilla-up"	"Onc"	"7"	6	4	0	0	0	0	0	2	2	2
"28"	45	"S"	"SH"	"Aer"	"Down"	5	"AAAAAAAAAA"	"A"	0	0	0	0	0.733333333333333	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.0666666666666667	1.43857142857143	0.586223428718543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.964285714285714	0	0.666666666666667	0.333333333333333	0.714285714285714	0.0714285714285714	0.2	0.2	0.2	0.2	0.2	"20160324-10h30-gS-predator-presentation_caracara_down"	"Rap"	"0"	4	4	0	0	0	0	0	2	2	2
"29"	46	"S"	"SG"	"Aer"	"Up"	16	"AAAAAAAAAA"	"A"	0	0	0	0	0.733333333333333	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.0666666666666667	2.78285714285714	1.48166326761696	14	9	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.964285714285714	0	0.666666666666667	0.333333333333333	0.714285714285714	0.0714285714285714	0.2	0.2	0.2	0.2	0.2	"20160510-09h41-gS-presentation_predateur-caracara_canopy"	"Rap"	"7"	7	4	0	0	0	0	0	2	2	2
"30"	47	"S"	"SG"	"Ter"	"Down"	10	"BBBBBBBBBB"	"B"	0	0	0	0	0.0666666666666667	0.733333333333333	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.566734693877551	0.909658922544391	17	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.964285714285714	0	0.333333333333333	0.666666666666667	0.2	0.2	0.0714285714285714	0.714285714285714	0.0714285714285714	0.2	0.2	"20160531-12h42-gS-predator_presentation_tayra_ground"	"Tay"	"0"	7	4	0	0	0	0	0	2	2	2
"31"	48	"S"	"SG"	"Ter"	"Up"	10	"BBBBBBBBBA"	"B"	0.165144564768954	-0.165144564768954	0	0	0.133333333333333	0.666666666666667	0.0666666666666667	0.0666666666666667	0.0666666666666667	2.42142857142857	0.963941563342468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.928571428571429	-0.248370832612177	0.333333333333333	0.666666666666667	0.2	0.2	0.142857142857143	0.642857142857143	0.0714285714285714	0.2	0.2	"20160621-11h42-gS-predator_presentation-tayra_canopy"	"Tay"	"6"	6	4	0	0	0	0	0	2	2	2
"32"	52	"D"	"DN?"	"Ter"	"Up"	4	"BBBBABBBBB"	"B"	-0.0183493960854394	0.0183493960854393	0	0	0.133333333333333	0.666666666666667	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.26265306122449	0.858818356015739	11	1	3	7	1	2	1	3	2	2	7	4	3	2	2	0	3	1	10	4	1	1	1	5	9	0	2	2	1	4	1	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	7	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	3	2	1	1	2	1	1	1	1	1	1	-0.857142857142857	-0.00678663563457886	0.333333333333333	0.666666666666667	0.166666666666667	0.333333333333333	0.153846153846154	0.615384615384615	0.0769230769230769	0.2	0.2	"20160208-11h35-gD-presentation_predateur-oncilla_canopy"	"Onc"	"6"	5	4	0	0	1	0	0	1	2	1
